EncounterType,HospitalCounty,OSHPD_ID,FacilityName,System,Ownership,Urban_Rural,Teaching,LicensedBedSize,PrimaryCareShortageArea,MentalHealthShortageArea,HomelessIndicator,Demographic,DemographicValue,Encounters,TotalEncounters,Percent
ED Visits,San Luis Obispo,400480,French Hospital Medical Center,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,4417,32683,13.5
ED Visits,San Luis Obispo,400480,French Hospital Medical Center,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,White,23301,32683,71.3
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,35,36669,0.1
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,672,36669,1.8
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Non-Homeless,Race,Black,677,36669,1.8
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Non-Homeless,Race,Hispanic,6699,36669,18.3
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,4214,36669,11.5
ED Visits,San Luis Obispo,400524,Sierra Vista Regional Medical Center,Tenet Healthcare Corporation,Investor,Rural/Frontier,Non-Teaching,100-199,No,Yes,Non-Homeless,Race,White,24372,36669,66.5
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,67,51588,0.1
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,412,51588,0.8
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,1249,51588,2.4
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,12184,51588,23.6
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,3024,51588,5.9
ED Visits,San Luis Obispo,400548,Tenet Health Central Coast Twin Cities Community Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,34652,51588,67.2
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,110,58696,0.2
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,5947,58696,10.1
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,2046,58696,3.5
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,38552,58696,65.7
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,1757,58696,3
ED Visits,San Mateo,410782,San Mateo Medical Center,N/A,Government,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,10284,58696,17.5
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,211,67693,0.3
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,20279,67693,30
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,4282,67693,6.3
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,19060,67693,28.2
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,4573,67693,6.8
ED Visits,San Mateo,410806,Kaiser Foundation Hospital - South San Francisco,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,19288,67693,28.5
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,American Indian/Alaska Native,123,31689,0.4
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Asian/Pacific Islander,6177,31689,19.5
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Black,1341,31689,4.2
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Hispanic,14382,31689,45.4
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Other Race/Ethnicity,1921,31689,6.1
ED Visits,San Mateo,410817,AHMC Seton Medical Center,Verity Health System,Investor,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,White,7745,31689,24.4
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,4,3373,0.1
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,72,3373,2.1
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,10,3373,0.3
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,1693,3373,50.2
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,88,3373,2.6
ED Visits,San Mateo,410828,AHMC Seton Medical Center Coastside,Verity Health System,Investor,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,1506,3373,44.6
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,American Indian/Alaska Native,54,72858,0.1
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Asian/Pacific Islander,13386,72858,18.4
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Black,2651,72858,3.6
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Hispanic,18711,72858,25.7
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Other Race/Ethnicity,6005,72858,8.2
ED Visits,San Mateo,410852,Mills-Peninsula Medical Center,Sutter Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,White,32051,72858,44
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,American Indian/Alaska Native,19,27768,0.1
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Asian/Pacific Islander,2430,27768,8.8
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Black,943,27768,3.4
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Hispanic,7350,27768,26.5
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Other Race/Ethnicity,1584,27768,5.7
ED Visits,San Mateo,410891,Sequoia Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,White,15442,27768,55.6
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,American Indian/Alaska Native,156,56361,0.3
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Asian/Pacific Islander,7952,56361,14.1
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Black,3118,56361,5.5
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Hispanic,17920,56361,31.8
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,Other Race/Ethnicity,3481,56361,6.2
ED Visits,San Mateo,414139,Kaiser Foundation Hospital - Redwood City,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Race,White,23734,56361,42.1
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,83,36103,0.2
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,1953,36103,5.4
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Black,894,36103,2.5
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Hispanic,11997,36103,33.2
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,1127,36103,3.1
ED Visits,Santa Barbara,420483,Goleta Valley Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,White,20049,36103,55.5
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,124,37137,0.3
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,570,37137,1.5
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Black,2347,37137,6.3
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Hispanic,17048,37137,45.9
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,2595,37137,7
ED Visits,Santa Barbara,420491,Lompoc Valley Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,White,14453,37137,38.9
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Race,American Indian/Alaska Native,139,102767,0.1
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Race,Asian/Pacific Islander,1917,102767,1.9
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Race,Black,1740,102767,1.7
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Race,Hispanic,65264,102767,63.5
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Race,Other Race/Ethnicity,4654,102767,4.5
ED Visits,Santa Barbara,420493,Marian Regional Medical Center,Dignity Health,Non-Profit,Urban,Non-Teaching,300-399,Yes,Yes,Non-Homeless,Race,White,29053,102767,28.3
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,American Indian/Alaska Native,121,62461,0.2
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Asian/Pacific Islander,1315,62461,2.1
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Black,1403,62461,2.2
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Hispanic,22096,62461,35.4
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Other Race/Ethnicity,2321,62461,3.7
ED Visits,Santa Barbara,420514,Santa Barbara Cottage Hospital,N/A,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,White,35205,62461,56.4
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,151,17168,0.9
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,191,17168,1.1
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Black,183,17168,1.1
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Hispanic,4195,17168,24.4
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,559,17168,3.3
ED Visits,Santa Barbara,420522,Santa Ynez Valley Cottage Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Race,White,11889,17168,69.3
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,American Indian/Alaska Native,28,125420,0
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Asian/Pacific Islander,24700,125420,19.7
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Black,4965,125420,4
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Hispanic,75860,125420,60.5
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Other Race/Ethnicity,1036,125420,0.8
ED Visits,Santa Clara,430705,Regional Medical Center of San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,White,18831,125420,15
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,American Indian/Alaska Native,101,87198,0.1
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Asian/Pacific Islander,19777,87198,22.7
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Black,2740,87198,3.1
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Hispanic,19389,87198,22.2
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Other Race/Ethnicity,8599,87198,9.9
ED Visits,Santa Clara,430763,El Camino Health,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,White,36592,87198,42
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,American Indian/Alaska Native,73,82875,0.1
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Asian/Pacific Islander,12039,82875,14.5
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Black,2823,82875,3.4
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Hispanic,19214,82875,23.2
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,Other Race/Ethnicity,7046,82875,8.5
ED Visits,Santa Clara,430779,Good Samaritan Hospital-San Jose,HCA Healthcare Corporation,Investor,Urban,Non-Teaching,400+,No,No,Non-Homeless,Race,White,41680,82875,50.3
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,American Indian/Alaska Native,105,69105,0.2
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Asian/Pacific Islander,8779,69105,12.7
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Black,3563,69105,5.2
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Hispanic,40119,69105,58.1
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Other Race/Ethnicity,2408,69105,3.5
ED Visits,Santa Clara,430837,O'connor Hospital,Verity Health System,Government,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,White,14131,69105,20.4
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Non-Homeless,Race,American Indian/Alaska Native,360,112054,0.3
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Non-Homeless,Race,Asian/Pacific Islander,18238,112054,16.3
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Non-Homeless,Race,Black,8992,112054,8
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Non-Homeless,Race,Hispanic,49274,112054,44
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Non-Homeless,Race,Other Race/Ethnicity,11078,112054,9.9
ED Visits,Santa Clara,430883,Santa Clara Valley Medical Center,N/A,Government,Urban,Teaching,400+,No,No,Non-Homeless,Race,White,24112,112054,21.5
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Non-Homeless,Race,American Indian/Alaska Native,128,116427,0.1
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Non-Homeless,Race,Asian/Pacific Islander,17310,116427,14.9
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Non-Homeless,Race,Black,5724,116427,4.9
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Non-Homeless,Race,Hispanic,42082,116427,36.1
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Non-Homeless,Race,Other Race/Ethnicity,17197,116427,14.8
ED Visits,Santa Clara,430905,Stanford Health Care,N/A,Non-Profit,Urban,Teaching,200-299,No,No,Non-Homeless,Race,White,33986,116427,29.2
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,American Indian/Alaska Native,341,109858,0.3
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Asian/Pacific Islander,15435,109858,14
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Black,4907,109858,4.5
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Hispanic,46491,109858,42.3
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,Other Race/Ethnicity,5739,109858,5.2
ED Visits,Santa Clara,431506,Kaiser Foundation Hospital - San Jose,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Race,White,36945,109858,33.6
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,American Indian/Alaska Native,67,50673,0.1
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Asian/Pacific Islander,1406,50673,2.8
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Black,1068,50673,2.1
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Hispanic,32156,50673,63.5
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,Other Race/Ethnicity,2386,50673,4.7
ED Visits,Santa Clara,434138,St. Louise Regional Hospital,Verity Health System,Government,Rural/Frontier,Non-Teaching,1-99,No,No,Non-Homeless,Race,White,13590,50673,26.8
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,American Indian/Alaska Native,293,123678,0.2
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Asian/Pacific Islander,30794,123678,24.9
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Black,5208,123678,4.2
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Hispanic,34514,123678,27.9
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,Other Race/Ethnicity,5460,123678,4.4
ED Visits,Santa Clara,434153,Kaiser Foundation Hospital - Santa Clara,Kaiser Foundation Hospitals,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Race,White,47409,123678,38.3
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,American Indian/Alaska Native,36,68733,0.1
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Asian/Pacific Islander,1184,68733,1.7
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Black,1344,68733,2
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Hispanic,17495,68733,25.5
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,Other Race/Ethnicity,3609,68733,5.3
ED Visits,Santa Cruz,440755,Dominican Hospital,Dignity Health,Non-Profit,Urban,Non-Teaching,200-299,No,Yes,Non-Homeless,Race,White,45065,68733,65.6
